,hk00,hk01,hk02,hk03,hk04,hk05,hk06,hk07,hk08,hk09,hk10,hk11,hk12,hk13,hk14,hk15,hk16,hk17,hk18,hk19,hk20,hk21,hk22,hk23,hk24,hk25,hk26,hk27,hk28,hk29,hk30,hk31,porosity,rch_0,rch_1,sfr,w0_r09_c16,w0_r11_c13,w0_r20_c14,w0_r26_c10,w0_r29_c06,w0_r34_c12,w1_r09_c16,w1_r11_c13,w1_r20_c14,w1_r26_c10,w1_r29_c06,w1_r34_c12
0,1.3486196297496413,0.91927492858637,23.037294111707986,3.0308886010399085,2.821097864470717,0.6240215435813277,0.974901058057855,0.5071922276697796,2.9743605878234276,2.655363963883329,1.6449229047754106,1.5703845116295843,17.145333525677195,4.258421551311995,32.27669240493783,5.6530108713390295,5.507030640067699,7.8274488574819205,26.870649391074238,6.6658518329409615,50.0,3.4297482236875827,9.440150280262882,15.83115726808418,1.0838507524022871,0.5,2.877534159840681,1.7722085065130073,6.921232482178719,0.6231524115290759,14.357296335558177,50.0,0.008478942379985529,0.724457252224181,2.1501041958882645,0.035573006279129724,0.9063364764902044,1.1505690294731108,0.8158638487587615,1.3422237367997059,1.2904988362668828,0.5,2.7169898597054227,1.3269295013687785,1.431657874088849,0.3455854467959624,0.5093075889655971,0.6471045624163181
1,9.937135225070312,3.90959201223224,27.73786205665031,8.586357791602135,27.210420816631846,31.129222560151696,4.202693769791425,18.075246395257636,1.3239134523554035,0.5,4.9045885879748665,2.1333544284450014,36.96323246319576,3.59627491829908,3.29156326082931,11.038271462827822,18.703400482296598,4.824810595724005,10.695526184334703,10.108529940346164,7.939118221261355,0.9673701647880416,20.380356964433467,7.5018943942468095,47.89187155227281,3.3415471334244526,7.102427460525664,2.6247432788123732,5.7529322525058575,16.766852306713254,5.88144568775133,4.639985574389775,0.009624951921115194,0.8441210617543993,0.8876786628229335,0.042002218596754265,0.5559542327592323,0.80428610705996,0.7320255318528449,0.5,0.708175606544891,1.0468584472825408,0.8972558864372787,0.4385445345890688,6.22081890345285,5.176120394913282,1.7302965341487735,0.13988171789942938
2,2.803853204548145,34.80048364396322,10.028206095952328,2.094256771675475,10.876872088886065,1.7352318593702027,13.057278007735935,0.7006597336973734,20.699641403739125,15.387380436862035,26.49109244613479,3.4296406679838367,6.1074562223265065,1.00439833380218,16.6417377988035,3.8078506987939247,25.924511496830423,5.384021435100646,31.254795950261258,2.5509033843257205,5.627371732052226,10.19440513328696,2.402421127218933,0.5,5.984245989707327,8.54225444732874,4.838297202389366,45.663407961409206,6.3921999528957345,18.305089466661943,50.0,9.000677514608176,0.015694948444303917,0.8031167601104203,0.3728657895261883,0.29868851467777513,0.5,0.5540392014109933,0.8511778172360314,1.4479700135529472,0.7491344667554457,0.8709827631581358,1.069172798094528,1.9722899453146332,2.0650870791065152,1.8529216380132232,0.9812890818478304,1.6985362219465254
3,13.18640310996186,6.580881740795443,3.2060284859837713,1.8223148657435448,2.847731277391533,2.261236297001241,9.68967856417921,2.3577224939911865,20.22808954079016,6.573304077235479,4.003076644813327,0.5646820892965864,2.1667597774331,2.7774954749144154,4.563594679296622,0.6456533504252637,7.590419687152398,5.76873561292428,1.5458362130105376,1.3265096403390346,14.335071383666392,4.155886636276573,6.694966121763262,48.8569292067244,2.1401422327820656,1.0172269781313539,14.438352708001137,6.186460518739714,1.5064123654077533,6.809475813480864,0.7252259139723005,50.0,0.012444400859532138,0.9208645015483967,1.5937410896810065,0.6430627472355798,0.6036137615247537,1.122860952205345,1.1196924952621963,1.7216709922598643,1.1566689516924675,1.0735636549613354,2.7376738574986907,0.6333930722933012,1.4905356997898114,0.24651616758921166,0.6737796813620309,10.0
4,2.393211382383954,8.57952153224764,2.8733127091574904,1.2231955817005375,2.8368338234933255,13.674479328364528,25.857926235146866,0.8052157296100158,5.518541749714047,9.657797108873014,7.0094613822211675,4.708991609201575,29.029932068189026,0.5248395643646061,2.427449884354904,1.1274308456211097,4.344699260540788,1.2083971847586237,4.286308953013345,2.0644026694400646,46.22570523949334,30.55397211114445,1.913372003625069,2.1219604975928266,2.063636050939954,1.2454822558554408,5.210512239038884,2.5836893768034064,6.932619754506015,39.68742774683803,3.351909072045284,1.759894306880679,0.01787997586134173,1.0527641219695356,1.2647173671711633,0.09418650003509325,0.7591366317693038,0.9743292989383654,2.0,2.0,0.5,1.7917424221501623,4.660222461562897,3.661627612589497,1.7051475066996387,0.3988844149223125,4.039408625075654,0.8687267181416525
5,14.362136359181925,1.1738871739405399,16.318279922511287,2.9718795102916955,15.302663610056433,1.0466847573803668,9.304460103194641,7.453143025050248,12.111310170339793,1.0698583783761466,6.721451003500178,2.1935622140300697,1.8339172626648546,7.274301677239914,2.3462869082355122,8.93081021884898,11.87374081402172,27.389806885129904,1.9944518364475035,2.5059457803362717,0.5,0.85722202734516,12.201500260224739,3.617444270896448,4.602951596414077,1.2451356471526007,5.21302390147623,3.2501199304069934,4.006309377664852,5.251832327879975,12.190562888635757,5.826184448422373,0.01094848667719042,1.2036621515865993,0.3509001084794052,0.25467117997994204,0.8860816824925277,0.8024660139012265,0.9224908253344617,1.6879301999611653,0.9687652687334357,0.9395646365066793,1.3141486092967745,0.9119710978340164,4.251196641381576,0.5035370214260204,2.775244131423578,1.0891450294253953
6,5.166473290545267,2.530824097939389,9.381097656548993,0.658840981538708,1.199071138223429,2.492128747010145,0.7770520691769774,6.112512971196349,4.955673743041263,20.637372967840662,31.6863245008661,21.064812795371786,4.657006084522254,3.5289385855608084,1.3592315447942678,12.191336867425157,2.7341114766344035,13.811796189442594,50.0,5.12051210571915,1.1611802278125227,3.799421009452785,9.36163093259506,7.126811109060597,18.26549024542439,4.462605300131996,15.90136236643904,2.3237977367837184,3.8862640214939304,5.912780687795902,10.779317371610732,10.845645689167664,0.014406495417364931,1.0831872445452626,0.6536772241391828,0.028210208299835223,0.9684328274933437,1.530420603769304,0.9978572518528416,0.6768124465233424,0.6886366199341506,0.665432253809167,0.9384549176623767,1.1995921712403403,0.8394924522884208,10.0,3.8717653267412,0.1436164190884012
7,24.338970350995464,5.278224951276526,1.684723483679059,12.809066990901751,10.215745461164442,3.3077051234585597,16.518140191162693,3.489526587825611,27.51386503053349,3.364005854378541,4.58273927728814,6.963845858677652,0.5,1.1302225516526663,3.915185416161051,10.71684425102459,2.5491142995347675,3.7483130670117677,8.618380547281586,11.955174238719815,1.5261594543663892,1.4500794902674368,5.586806720287245,6.6822673343765615,9.61538707181647,4.571444201069194,8.861323544943787,6.903696400542989,2.5762066829344668,6.574641554755068,10.35587311732496,3.3839856244137025,0.006015219612204454,0.9801655500216528,0.3251091732068407,0.07266475486188895,0.9155808951400666,0.7960741052450357,0.912204971253192,0.7354400663114552,0.8595586657764049,1.0468483403317916,0.7155216206902347,1.6474605446994164,1.9320766777334302,0.5388839173853927,3.384349496761117,0.5258439999220359
8,5.619172446795263,1.77426897804735,0.5509024520271345,0.7713871191210891,2.0325025335257196,1.3378298589531807,2.9685475570792823,10.358109081867552,12.266858797221213,5.709420210223499,5.280687410259958,6.463904627390583,4.439475685728395,12.291011213322257,5.141989859185965,1.5590020109103326,19.175848844227,1.9416438176962818,8.59201252407407,16.023494650508336,1.6626485299952725,0.5,5.5016544759785635,11.053964182194365,2.6833213105117175,15.988153386894918,2.624467219200006,3.390912830834366,0.9877312351201986,2.349597507737646,1.1445596485556364,1.4986573140338755,0.005056622120520574,0.9925669853662497,2.1492830863480528,0.12754480653382744,1.096053362708531,1.9134043552323243,0.8811942156459015,1.6682611369709108,0.8931251521015044,0.879230984643359,1.824360585262127,0.22032300421722692,0.28428192370435656,0.24216733079061176,0.8468971670720962,1.8291587854932507
9,0.6411836383035316,4.793827442632474,5.783829676034365,11.453382367442579,3.155225582824275,22.129601547572562,2.746972574937876,20.926375473821782,8.07575537199384,34.293432838296056,6.685825448061058,9.95322658606581,2.1157472203456162,38.94740064320186,1.0007145430222424,2.8546584494362137,20.047350605784274,3.160391351619558,3.138937856173537,15.226940435669375,16.688986519924807,50.0,11.22117671870774,5.5427766471536914,1.3877163764160816,2.7321320204921595,13.720718260601682,15.090456307784747,8.53660119283883,4.035592411315091,17.57427511385485,10.51154890651495,0.02,1.1418899811043162,1.8222739554835843,0.02825937834032382,1.8007525795178825,0.8517509269114751,0.9197122756883492,0.6602027626907684,1.6306407176455233,1.5044488333279784,0.48032290014767015,5.1854950758492535,0.8397419055232538,0.4682370064407731,0.1,0.19200847807065674
